site,cloud,latency(ms),jitter(ms),lost(%),base_capacity,capacity,fixed_cost,variable_cost_unit
869,MPLS_0,82,9,0.71,14,27,7000,3500
869,MPLS_2,148,15,0.83,56,107,44800,6400
869,MPLS_1,69,7,0.56,13,25,6500,1500
869,Internet,206,19,9,30,30,3000,0
870,MPLS_2,149,16,1.74,26,44,13000,3500
870,MPLS_0,65,8,0.71,12,23,8400,6300
870,Internet,158,16,1,22,22,2200,0
871,MPLS_1,69,8,0.44,30,45,21000,6300
871,MPLS_2,102,14,1.41,82,144,41000,4500
871,Internet,187,14,2,76,76,7600,0
872,MPLS_0,84,7,0.57,59,96,35400,4200
872,Internet,148,14,9,33,33,3300,0
873,MPLS_1,85,12,1.18,50,85,30000,6000
873,MPLS_0,69,10,0.66,19,36,9500,4500
873,Internet,164,20,8,32,32,3200,0
874,MPLS_2,141,16,2.04,49,78,34300,4200
874,MPLS_0,82,13,0.42,19,33,13300,6300
874,Internet,150,18,4,51,51,5100,0
875,MPLS_0,68,12,0.69,70,125,35000,2000
875,MPLS_2,96,13,2.08,156,254,78000,4000
875,Internet,182,18,9,83,83,8300,0
876,MPLS_2,86,8,0.51,18,28,12600,2800
876,MPLS_0,86,12,1,46,78,27600,3600
876,Internet,149,19,5,25,25,2500,0
877,MPLS_1,84,14,1.05,97,152,48500,3000
877,MPLS_2,72,11,0.73,18,29,10800,3000
877,MPLS_0,66,12,0.64,13,24,10400,4000
877,Internet,203,14,6,58,58,5800,0
878,MPLS_2,70,12,0.74,64,111,44800,2100
878,MPLS_1,96,16,1.23,122,231,61000,1500
878,Internet,198,19,6,148,148,14800,0
879,MPLS_1,95,15,1.3,15,25,9000,2400
879,MPLS_2,61,10,0.46,8,14,6400,4000
879,Internet,179,20,6,10,10,1000,0
880,MPLS_2,78,11,0.57,17,26,8500,4000
880,MPLS_1,87,15,0.86,45,69,36000,7200
880,Internet,205,13,4,25,25,2500,0
881,MPLS_0,123,15,1.33,15,22,10500,4200
881,MPLS_1,62,8,0.51,5,8,3500,7000
881,Internet,207,17,1,11,11,1100,0
882,MPLS_1,128,16,1.62,54,88,27000,4000
882,MPLS_2,65,11,0.56,31,59,24800,2400
882,Internet,141,19,6,60,60,6000,0
883,MPLS_0,84,13,0.74,2,3,1400,7000
883,MPLS_1,151,12,1.02,10,17,7000,4900
883,MPLS_2,86,7,0.6,2,3,1400,2800
883,Internet,200,15,8,13,13,1300,0
884,MPLS_0,73,13,0.46,48,83,33600,2800
884,MPLS_2,101,13,0.97,242,478,193600,3200
884,MPLS_1,65,9,0.49,51,100,40800,5600
884,Internet,173,18,7,232,232,23200,0
885,MPLS_2,123,15,1.84,52,101,31200,4200
885,MPLS_1,69,11,0.52,23,43,18400,3200
885,Internet,174,13,9,35,35,3500,0
886,MPLS_1,66,8,0.54,14,21,8400,4200
886,MPLS_2,112,12,2.04,54,96,32400,6000
886,MPLS_0,73,7,0.55,13,22,7800,2400
886,Internet,195,16,1,50,50,5000,0
887,MPLS_2,88,8,0.76,26,42,18200,6300
887,Internet,198,20,3,16,16,1600,0
888,MPLS_1,82,10,0.79,2,3,1400,4200
888,MPLS_0,133,16,2.05,11,17,6600,4200
888,MPLS_2,80,8,0.74,2,3,1600,4000
888,Internet,144,12,9,12,12,1200,0
889,MPLS_0,89,11,0.51,20,30,16000,5600
889,MPLS_1,133,12,1.67,61,119,30500,1500
889,Internet,166,15,1,49,49,4900,0
890,MPLS_2,112,16,1.15,22,40,17600,4800
890,MPLS_1,62,10,0.47,4,6,2000,2000
890,MPLS_0,66,11,0.5,5,9,3000,2400
890,Internet,212,13,8,26,26,2600,0
891,MPLS_0,92,13,2.06,7,13,5600,2400
891,MPLS_1,76,13,0.43,3,4,2400,3200
891,Internet,163,20,5,4,4,400,0
892,MPLS_0,65,7,0.73,16,24,8000,2000
892,MPLS_1,61,8,0.56,20,30,10000,2000
892,MPLS_2,81,13,1.43,96,160,67200,4900
892,Internet,142,16,4,58,58,5800,0
893,MPLS_1,95,15,0.96,20,36,16000,7200
893,MPLS_0,62,8,0.54,3,4,2100,4200
893,MPLS_2,61,9,0.64,3,5,2100,5600
893,Internet,174,17,8,13,13,1300,0
894,MPLS_1,146,13,1.02,49,79,34300,4200
894,MPLS_2,88,13,0.75,16,28,9600,5400
894,Internet,202,16,9,45,45,4500,0
895,MPLS_2,71,10,0.78,30,57,24000,4800
895,MPLS_0,121,13,1.86,65,107,39000,5400
895,Internet,154,15,9,61,61,6100,0
896,MPLS_1,80,12,0.76,5,8,3500,3500
896,MPLS_2,146,13,1.68,36,60,18000,3000
896,MPLS_0,73,11,0.74,7,12,5600,4800
896,Internet,172,12,5,29,29,2900,0
897,MPLS_2,67,10,0.44,8,15,4000,2500
897,MPLS_0,64,13,0.55,10,16,8000,8000
897,MPLS_1,86,14,1.19,47,81,37600,6400
897,Internet,154,20,2,45,45,4500,0
898,MPLS_2,87,7,0.47,2,3,1600,8000
898,MPLS_0,73,8,0.5,2,3,1200,4800
898,MPLS_1,97,14,1.97,8,13,4800,4200
898,Internet,163,16,10,7,7,700,0
899,MPLS_1,79,8,0.47,9,14,6300,3500
899,MPLS_0,81,9,0.73,8,15,5600,3500
899,MPLS_2,135,15,1.15,51,93,35700,4200
899,Internet,199,17,3,38,38,3800,0
900,MPLS_0,89,7,0.63,324,530,194400,3000
900,Internet,151,19,10,180,180,18000,0
901,MPLS_2,83,10,0.71,5,8,2500,1500
901,MPLS_1,147,13,1.11,12,22,7200,2400
901,Internet,169,20,10,13,13,1300,0
902,MPLS_2,119,12,1.66,15,28,10500,3500
902,MPLS_0,76,12,0.54,4,6,3200,6400
902,Internet,141,19,9,7,7,700,0
903,MPLS_2,78,12,0.76,3,5,2100,2800
903,MPLS_0,127,13,1.38,12,18,7200,3600
903,MPLS_1,72,12,0.48,2,3,1200,3600
903,Internet,148,15,3,14,14,1400,0
904,MPLS_0,122,14,1.74,8,12,4000,2000
904,MPLS_2,84,12,0.65,3,4,1500,3500
904,Internet,216,20,9,4,4,400,0
905,MPLS_0,84,8,0.43,3,4,2400,3200
905,MPLS_1,69,10,0.69,3,4,1800,6000
905,MPLS_2,106,16,1.53,15,26,7500,1500
905,Internet,205,14,3,17,17,1700,0
906,MPLS_1,83,7,0.54,3,5,1500,5000
906,MPLS_2,112,16,0.88,17,33,13600,3200
906,MPLS_0,65,11,0.73,2,3,1200,1800
906,Internet,149,17,4,19,19,1900,0
907,MPLS_0,88,16,1.95,33,53,16500,2500
907,MPLS_1,79,7,0.46,12,23,6000,4000
907,Internet,191,18,3,35,35,3500,0
908,MPLS_1,108,12,1.54,81,142,48600,4200
908,MPLS_2,78,12,0.51,31,59,24800,6400
908,Internet,150,20,1,61,61,6100,0
909,MPLS_0,102,15,0.9,207,365,144900,4200
909,MPLS_2,70,12,0.44,36,62,28800,2400
909,MPLS_1,75,10,0.74,35,68,28000,4800
909,Internet,147,15,10,172,172,17200,0
910,MPLS_0,75,13,0.77,5,8,2500,2000
910,MPLS_2,74,8,0.67,6,10,4800,7200
910,MPLS_1,121,13,1.48,29,48,14500,4000
910,Internet,156,15,1,16,16,1600,0
911,MPLS_0,150,13,1.01,288,531,201600,3500
911,MPLS_2,82,10,0.44,117,185,81900,4200
911,Internet,142,14,5,187,187,18700,0
912,MPLS_0,96,15,1.5,13,24,9100,2800
912,MPLS_1,82,12,0.77,4,7,2800,3500
912,Internet,179,15,3,13,13,1300,0
913,MPLS_1,85,8,0.47,385,682,192500,3000
913,Internet,213,12,3,167,167,16700,0
914,MPLS_1,78,11,0.45,30,49,18000,4800
914,MPLS_0,150,13,1.65,70,139,42000,3600
914,Internet,148,17,6,43,43,4300,0
915,MPLS_1,86,12,0.68,1,1,600,6000
915,MPLS_2,76,9,0.65,1,1,500,5000
915,MPLS_0,80,15,0.93,6,10,3000,5000
915,Internet,190,16,1,6,6,600,0
916,MPLS_2,81,13,1.1,400,743,320000,6400
916,MPLS_1,80,12,0.64,114,214,79800,7000
916,Internet,164,13,5,255,255,25500,0
917,MPLS_1,127,13,1.85,10,17,7000,6300
917,MPLS_0,74,12,0.72,4,7,2400,6000
917,Internet,195,15,5,5,5,500,0
918,MPLS_0,88,9,0.74,34,60,17000,3500
918,MPLS_1,111,13,1.97,80,144,64000,7200
918,Internet,179,19,8,43,43,4300,0
919,MPLS_2,77,7,0.52,13,24,9100,4200
919,MPLS_1,134,15,0.89,41,73,32800,7200
919,Internet,219,17,8,38,38,3800,0
920,MPLS_2,66,13,0.55,5,8,3500,7000
920,MPLS_0,93,12,1.37,9,14,7200,8000
920,Internet,186,18,1,6,6,600,0
921,MPLS_1,85,7,0.52,37,66,25900,2100
921,MPLS_2,96,13,1.3,179,291,107400,1800
921,MPLS_0,79,7,0.54,43,79,34400,6400
921,Internet,171,15,5,120,120,12000,0
922,MPLS_0,66,11,0.59,9,17,7200,4000
922,MPLS_1,137,13,1.88,59,115,41300,2100
922,MPLS_2,85,10,0.62,10,19,7000,2100
922,Internet,200,20,10,40,40,4000,0
923,MPLS_1,109,16,1.48,48,77,28800,6000
923,MPLS_2,65,13,0.45,19,37,15200,4800
923,Internet,201,16,2,44,44,4400,0
924,MPLS_0,88,13,1.12,31,55,21700,2100
924,MPLS_1,76,12,0.62,7,13,4900,4200
924,MPLS_2,88,7,0.64,6,10,4800,4000
924,Internet,161,20,6,29,29,2900,0
925,MPLS_0,83,7,0.51,9,14,7200,5600
925,Internet,141,15,8,4,4,400,0
926,MPLS_2,80,12,0.98,13,22,7800,6000
926,MPLS_1,87,7,0.47,4,6,2400,3600
926,MPLS_0,82,12,0.75,2,3,1400,7000
926,Internet,208,12,7,7,7,700,0
927,MPLS_2,84,13,1.41,27,48,21600,8000
927,MPLS_1,89,9,0.41,9,14,7200,7200
927,Internet,209,20,7,14,14,1400,0
928,MPLS_2,73,10,0.44,24,46,12000,4500
928,MPLS_0,144,12,1.97,60,95,48000,3200
928,Internet,189,16,8,52,52,5200,0
929,MPLS_2,89,10,0.71,3,5,1800,1800
929,MPLS_0,121,15,1.42,10,15,6000,1800
929,Internet,146,19,5,9,9,900,0
930,MPLS_0,63,12,0.68,61,107,42700,3500
930,Internet,200,12,1,35,35,3500,0
931,MPLS_1,70,8,0.65,26,49,20800,3200
931,MPLS_0,139,16,1.18,55,97,38500,2100
931,Internet,169,19,4,50,50,5000,0
932,MPLS_1,77,10,0.73,2,3,1200,6000
932,MPLS_2,82,12,1.86,7,12,4900,4200
932,Internet,168,16,6,7,7,700,0
933,MPLS_1,65,11,0.57,6,9,4800,7200
933,MPLS_0,92,13,1.56,28,53,22400,8000
933,MPLS_2,73,12,0.65,6,9,4200,2800
933,Internet,142,16,7,31,31,3100,0
934,MPLS_2,129,12,1.1,238,373,142800,6000
934,MPLS_0,74,11,0.51,48,84,33600,4900
934,MPLS_1,81,8,0.69,51,82,35700,4200
934,Internet,165,12,1,191,191,19100,0
935,MPLS_1,138,13,1.62,9,17,4500,4500
935,MPLS_2,76,9,0.42,4,6,2400,3000
935,Internet,172,13,2,6,6,600,0
936,MPLS_0,74,10,0.66,28,51,16800,4800
936,MPLS_1,79,11,0.5,31,54,18600,4800
936,MPLS_2,86,15,1.38,157,238,125600,7200
936,Internet,141,14,7,89,89,8900,0
937,MPLS_1,60,11,0.51,16,24,11200,4900
937,MPLS_0,142,12,1.02,45,72,36000,8000
937,Internet,174,17,3,39,39,3900,0
938,MPLS_1,128,13,0.97,26,45,15600,3000
938,MPLS_2,76,11,0.55,7,11,4200,1800
938,Internet,209,17,4,19,19,1900,0
939,MPLS_2,149,13,1.58,40,68,20000,1500
939,MPLS_1,69,13,0.68,20,36,12000,5400
939,Internet,152,19,10,48,48,4800,0
940,MPLS_1,140,13,2.04,33,51,16500,3000
940,MPLS_0,81,8,0.66,6,9,3000,4000
940,MPLS_2,79,7,0.64,6,11,3600,1800
940,Internet,206,19,4,34,34,3400,0
941,MPLS_1,69,12,0.55,1,1,700,6300
941,MPLS_2,87,11,0.7,1,1,700,4200
941,MPLS_0,115,13,1.02,9,14,4500,1500
941,Internet,183,16,2,5,5,500,0
942,MPLS_0,79,11,0.62,6,10,3600,3000
942,MPLS_1,97,12,1.82,32,56,19200,1800
942,MPLS_2,85,8,0.78,6,10,4200,7000
942,Internet,152,13,4,31,31,3100,0
943,MPLS_2,85,9,0.77,35,69,24500,3500
943,MPLS_1,78,11,0.42,37,58,22200,4800
943,MPLS_0,127,13,1.4,160,261,96000,3600
943,Internet,206,20,8,199,199,19900,0
944,MPLS_0,80,10,0.67,223,412,133800,1800
944,MPLS_2,86,12,1.88,559,1078,335400,1800
944,Internet,170,18,9,414,414,41400,0
945,MPLS_0,84,15,1.54,29,56,14500,1500
945,MPLS_2,71,11,0.69,13,21,9100,5600
945,Internet,213,19,6,34,34,3400,0
946,MPLS_2,90,14,1.42,131,248,65500,1500
946,MPLS_0,86,12,0.78,21,39,16800,7200
946,MPLS_1,69,7,0.77,28,51,14000,4000
946,Internet,204,13,2,84,84,8400,0
947,MPLS_0,81,13,0.62,38,72,22800,4200
947,Internet,168,20,7,34,34,3400,0
948,MPLS_1,60,10,0.64,6,11,4200,2100
948,MPLS_0,146,13,0.88,14,27,8400,4200
948,Internet,146,17,7,8,8,800,0
949,MPLS_0,84,16,1.23,38,59,22800,3000
949,MPLS_2,84,10,0.63,14,25,11200,5600
949,Internet,145,19,9,32,32,3200,0
950,MPLS_0,146,12,1.79,38,60,22800,6000
950,MPLS_2,63,8,0.69,13,25,10400,5600
950,Internet,215,18,4,28,28,2800,0
951,MPLS_2,89,13,1.35,8,14,4000,4000
951,MPLS_1,84,10,0.49,3,5,2400,6400
951,Internet,142,14,6,8,8,800,0
952,MPLS_1,84,8,0.64,9,17,7200,7200
952,MPLS_0,115,15,1.9,58,101,34800,6000
952,MPLS_2,80,7,0.54,10,16,5000,3000
952,Internet,209,13,10,53,53,5300,0
953,MPLS_0,102,16,1.19,229,406,114500,4000
953,MPLS_2,66,12,0.73,90,175,63000,2100
953,Internet,198,14,4,143,143,14300,0
954,MPLS_1,64,12,0.64,392,775,274400,6300
954,Internet,172,19,8,180,180,18000,0
955,MPLS_1,64,10,0.45,2,3,1000,5000
955,MPLS_2,65,7,0.6,2,3,1000,2000
955,MPLS_0,144,12,2.05,15,22,9000,1800
955,Internet,200,20,3,12,12,1200,0
956,MPLS_2,72,7,0.73,3,5,2100,2800
956,MPLS_0,107,14,1.84,7,12,4200,3000
956,Internet,197,15,3,8,8,800,0
957,MPLS_1,85,10,0.76,11,19,6600,3000
957,MPLS_0,103,13,2.09,41,63,32800,5600
957,MPLS_2,70,13,0.41,10,17,8000,8000
957,Internet,181,13,8,46,46,4600,0
958,MPLS_0,84,13,0.47,106,164,53000,4500
958,MPLS_2,85,14,1.59,241,370,144600,3000
958,Internet,157,12,1,225,225,22500,0
959,MPLS_2,88,10,0.75,3,5,2100,5600
959,MPLS_0,99,14,0.82,10,15,6000,2400
959,Internet,213,12,8,4,4,400,0
960,MPLS_1,74,11,0.57,4,6,2000,2500
960,MPLS_0,135,14,1.07,12,22,9600,6400
960,Internet,146,15,8,8,8,800,0
961,MPLS_1,88,8,0.47,10,18,6000,5400
961,MPLS_0,100,14,1.36,26,44,18200,2800
961,Internet,177,17,10,24,24,2400,0
962,MPLS_2,129,12,1.17,19,30,9500,5000
962,MPLS_1,85,8,0.45,4,6,3200,2400
962,MPLS_0,74,9,0.54,4,7,2400,3000
962,Internet,206,18,5,22,22,2200,0
963,MPLS_0,102,16,1.68,28,49,16800,3000
963,MPLS_2,84,11,0.5,14,22,9800,2100
963,Internet,142,16,8,27,27,2700,0
964,MPLS_1,79,12,0.73,17,32,8500,2500
964,MPLS_0,65,8,0.54,17,27,10200,3000
964,MPLS_2,124,16,1.01,60,105,48000,4800
964,Internet,160,12,3,55,55,5500,0
965,MPLS_0,93,14,1.33,105,169,84000,7200
965,MPLS_2,74,11,0.56,35,58,21000,3600
965,Internet,217,20,2,100,100,10000,0
966,MPLS_2,145,13,1.82,71,114,35500,4500
966,MPLS_0,68,11,0.59,25,38,15000,6000
966,Internet,160,20,9,36,36,3600,0
967,MPLS_1,116,15,1.72,37,57,29600,3200
967,MPLS_0,61,8,0.67,18,27,14400,5600
967,Internet,161,19,1,30,30,3000,0
968,MPLS_1,61,10,0.64,3,4,1500,2000
968,MPLS_0,85,13,1.2,11,20,6600,3600
968,MPLS_2,73,12,0.54,3,4,2100,2800
968,Internet,153,12,1,6,6,600,0
969,MPLS_2,88,13,0.69,14,21,7000,5000
969,MPLS_0,87,12,0.42,18,27,12600,2100
969,MPLS_1,80,14,1.09,75,125,52500,6300
969,Internet,217,15,10,45,45,4500,0
970,MPLS_0,89,13,0.5,7,13,4200,3600
970,MPLS_2,143,16,2.1,42,80,21000,2500
970,MPLS_1,66,10,0.56,8,12,4000,3000
970,Internet,167,20,3,20,20,2000,0
971,MPLS_0,95,12,0.91,10,18,6000,3000
971,MPLS_1,84,11,0.77,1,1,500,4500
971,MPLS_2,73,9,0.7,2,3,1400,3500
971,Internet,140,17,4,6,6,600,0
972,MPLS_0,103,14,1.04,13,19,9100,2100
972,MPLS_2,62,8,0.69,6,9,4200,4900
972,Internet,189,12,1,17,17,1700,0
973,MPLS_0,145,15,1.21,15,25,10500,7000
973,MPLS_2,74,7,0.77,6,11,3000,4000
973,Internet,148,18,9,12,12,1200,0
974,MPLS_1,89,7,0.58,14,25,8400,4800
974,MPLS_2,93,15,1.24,40,60,28000,7000
974,Internet,159,16,7,44,44,4400,0
975,MPLS_2,66,12,0.62,30,58,18000,5400
975,MPLS_1,133,12,1.46,92,158,46000,3000
975,Internet,178,20,6,66,66,6600,0
976,MPLS_0,87,11,0.46,29,55,17400,3000
976,MPLS_1,81,14,1.57,55,90,27500,4500
976,Internet,148,20,9,36,36,3600,0
977,MPLS_1,72,13,0.55,11,18,8800,3200
977,MPLS_2,92,12,2.01,52,93,31200,3600
977,MPLS_0,85,11,0.56,11,16,5500,3500
977,Internet,212,16,7,57,57,5700,0
978,MPLS_0,99,12,1.66,50,90,30000,4200
978,MPLS_2,60,13,0.73,11,17,8800,7200
978,MPLS_1,62,11,0.51,10,16,6000,4200
978,Internet,143,15,9,47,47,4700,0
979,MPLS_2,83,12,0.64,6,11,4200,7000
979,MPLS_1,130,12,0.89,16,30,9600,2400
979,Internet,173,13,4,12,12,1200,0
980,MPLS_2,100,12,1.45,16,29,12800,2400
980,MPLS_0,89,11,0.68,2,3,1200,1800
980,MPLS_1,82,12,0.55,2,3,1200,1800
980,Internet,169,19,7,16,16,1600,0
981,MPLS_1,147,15,1.4,68,135,40800,4200
981,MPLS_0,62,9,0.71,12,21,8400,6300
981,MPLS_2,66,11,0.43,15,29,10500,6300
981,Internet,162,18,6,56,56,5600,0
982,MPLS_0,89,7,0.45,99,189,69300,4900
982,Internet,191,17,10,37,37,3700,0
983,MPLS_1,60,13,0.57,14,25,7000,4500
983,MPLS_0,103,14,1.22,65,122,32500,4000
983,MPLS_2,83,11,0.62,12,21,8400,2100
983,Internet,140,19,7,67,67,6700,0
984,MPLS_0,104,16,0.92,56,89,33600,3600
984,MPLS_2,84,12,0.78,12,22,8400,2800
984,MPLS_1,80,11,0.68,10,15,6000,6000
984,Internet,190,19,6,55,55,5500,0
985,MPLS_1,133,14,1.2,174,336,139200,4000
985,MPLS_2,89,11,0.48,28,53,16800,2400
985,MPLS_0,77,10,0.77,35,59,21000,1800
985,Internet,166,16,8,165,165,16500,0
986,MPLS_1,81,11,0.51,9,15,7200,7200
986,MPLS_2,104,13,1.59,37,66,25900,6300
986,MPLS_0,72,9,0.71,11,21,8800,5600
986,Internet,208,16,2,48,48,4800,0
987,MPLS_0,78,7,0.77,1,1,800,7200
987,MPLS_1,63,7,0.59,1,1,700,2100
987,MPLS_2,109,12,0.88,5,9,3000,4800
987,Internet,151,18,10,4,4,400,0
988,MPLS_1,122,13,0.84,23,35,18400,2400
988,MPLS_0,73,12,0.44,9,16,5400,4200
988,Internet,166,16,1,27,27,2700,0
989,MPLS_1,90,15,1.17,18,35,10800,5400
989,MPLS_2,61,8,0.6,5,8,2500,4000
989,MPLS_0,67,10,0.42,4,7,2000,4000
989,Internet,202,14,8,13,13,1300,0
990,MPLS_0,82,9,0.69,70,129,42000,2400
990,MPLS_2,151,14,1.03,169,333,135200,7200
990,Internet,179,16,7,115,115,11500,0
991,MPLS_1,86,12,0.66,2,3,1400,7000
991,MPLS_2,111,12,1.79,8,12,6400,5600
991,MPLS_0,80,13,0.55,2,3,1400,6300
991,Internet,185,20,2,5,5,500,0
992,MPLS_0,76,8,0.69,36,70,18000,4500
992,MPLS_1,67,7,0.44,44,68,30800,7000
992,MPLS_2,91,13,1.55,187,292,130900,2100
992,Internet,143,14,1,120,120,12000,0
993,MPLS_2,138,13,1.03,113,210,56500,2000
993,MPLS_1,88,8,0.41,42,80,33600,2400
993,Internet,159,15,3,85,85,8500,0
994,MPLS_0,72,13,0.59,16,25,12800,3200
994,MPLS_2,102,13,0.95,49,79,34300,4200
994,Internet,149,12,8,29,29,2900,0
995,MPLS_2,71,9,0.68,9,15,5400,1800
995,MPLS_0,134,16,1.52,24,36,19200,3200
995,Internet,178,13,2,24,24,2400,0
996,MPLS_0,67,10,0.77,45,86,31500,2100
996,MPLS_1,96,15,1.07,285,501,142500,4000
996,MPLS_2,64,11,0.66,42,75,33600,8000
996,Internet,172,19,4,219,219,21900,0
997,MPLS_1,73,13,0.4,19,31,15200,4800
997,MPLS_0,95,12,1.32,45,89,36000,2400
997,Internet,182,13,6,38,38,3800,0
998,MPLS_2,121,16,1.02,76,122,38000,4500
998,MPLS_0,60,13,0.67,29,51,17400,5400
998,Internet,176,19,6,70,70,7000,0
999,MPLS_1,82,15,1.32,41,77,28700,4200
999,MPLS_0,80,11,0.46,21,33,12600,4200
999,Internet,141,18,7,56,56,5600,0
RDC,Internet,148,20,8,49389,49389,4938900,0
RDC,MPLS_0,84,15,1.8,32647,61199,19588200,2400
RDC,MPLS_1,84,12,0.95,33271,61340,16635500,2500
RDC,MPLS_2,130,19,1.86,35114,69028,24579800,6300
