LinkID,site,cloud,latency(ms),jitter(ms),lost(%),base_capacity,capacity,fixed_cost,variable_cost_unit
2459,769,Internet,177,17,10.0,19,19,1900,0
2460,770,MPLS_1,70,10,0.46,3,4,1500,2500
2461,770,MPLS_2,126,14,1.56,8,13,6400,4800
2462,770,Internet,155,12,10.0,6,6,600,0
2463,771,MPLS_0,61,7,0.65,5,9,3000,6000
2464,771,MPLS_2,69,7,0.51,5,9,2500,1500
2465,771,MPLS_1,84,15,1.06,30,54,24000,2400
2466,771,Internet,154,13,7.0,14,14,1400,0
2467,772,MPLS_0,75,11,0.41,16,27,9600,4800
2468,772,Internet,151,17,7.0,10,10,1000,0
2469,773,MPLS_0,66,11,0.74,3,4,1500,2500
2470,773,MPLS_2,83,14,1.44,26,39,13000,2500
2471,773,MPLS_1,71,9,0.77,4,6,2000,1500
2472,773,Internet,186,19,4.0,11,11,1100,0
2473,774,MPLS_0,139,13,0.99,23,35,18400,2400
2474,774,MPLS_1,88,9,0.79,9,14,6300,4200
2475,774,Internet,160,17,3.0,14,14,1400,0
2476,775,MPLS_1,69,11,0.41,11,20,7700,4900
2477,775,MPLS_2,102,12,1.52,32,63,25600,8000
2478,775,Internet,144,18,8.0,36,36,3600,0
2479,776,MPLS_2,112,12,1.06,55,87,33000,6000
2480,776,MPLS_1,67,8,0.7,22,41,13200,5400
2481,776,Internet,182,12,4.0,33,33,3300,0
2482,777,MPLS_1,80,7,0.57,7,13,4200,4200
2483,777,MPLS_2,102,16,0.86,19,36,11400,4200
2484,777,Internet,207,20,2.0,13,13,1300,0
2485,778,MPLS_0,142,14,1.71,88,154,44000,5000
2486,778,MPLS_2,75,11,0.65,27,48,21600,4800
2487,778,Internet,171,16,10.0,49,49,4900,0
2488,779,MPLS_2,143,14,1.74,16,27,9600,4800
2489,779,MPLS_0,85,8,0.62,4,6,2800,7000
2490,779,Internet,159,20,4.0,15,15,1500,0
2491,780,MPLS_0,71,10,0.71,8,14,5600,2800
2492,780,MPLS_1,87,10,0.59,11,19,5500,2500
2493,780,MPLS_2,147,13,1.98,42,81,21000,2500
2494,780,Internet,172,18,4.0,48,48,4800,0
2495,781,MPLS_0,126,16,1.82,179,272,143200,6400
2496,781,MPLS_2,82,9,0.5,94,177,75200,5600
2497,781,Internet,144,12,4.0,176,176,17600,0
2498,782,MPLS_0,89,12,0.69,36,54,25200,6300
2499,782,MPLS_2,111,16,1.03,103,166,72100,4900
2500,782,Internet,161,14,9.0,91,91,9100,0
2501,783,MPLS_1,84,11,0.75,6,10,4800,7200
2502,783,MPLS_2,87,7,0.78,5,8,3500,5600
2503,783,MPLS_0,101,13,1.24,25,48,17500,5600
2504,783,Internet,178,20,10.0,19,19,1900,0
2505,784,MPLS_1,71,10,0.75,5,7,4000,4000
2506,784,MPLS_0,139,16,0.94,11,18,8800,2400
2507,784,Internet,182,18,9.0,12,12,1200,0
2508,785,MPLS_2,82,11,0.46,93,150,74400,3200
2509,785,MPLS_1,90,16,1.7,208,339,166400,5600
2510,785,Internet,163,13,9.0,187,187,18700,0
2511,786,MPLS_2,116,15,1.23,53,84,26500,2500
2512,786,MPLS_1,70,7,0.49,16,30,9600,5400
2513,786,Internet,174,12,10.0,31,31,3100,0
2514,787,MPLS_0,78,7,0.72,96,170,57600,3600
2515,787,MPLS_2,142,14,1.97,264,517,211200,4000
2516,787,Internet,207,18,6.0,228,228,22800,0
2517,788,MPLS_0,107,12,1.03,136,253,68000,1500
2518,788,MPLS_1,68,10,0.64,33,52,26400,3200
2519,788,Internet,182,14,8.0,104,104,10400,0
2520,789,MPLS_2,60,8,0.5,6,10,4200,7000
2521,789,MPLS_1,145,15,1.49,24,37,19200,2400
2522,789,Internet,214,16,6.0,26,26,2600,0
2523,790,MPLS_0,85,11,0.44,17,27,13600,5600
2524,790,MPLS_2,151,13,0.88,41,74,20500,3500
2525,790,Internet,198,19,8.0,41,41,4100,0
2526,791,MPLS_1,65,10,0.41,3,5,1500,3500
2527,791,MPLS_2,92,15,1.18,14,27,7000,5000
2528,791,Internet,167,20,6.0,8,8,800,0
2529,792,MPLS_0,72,8,0.7,317,594,158500,2500
2530,792,Internet,207,14,1.0,211,211,21100,0
2531,793,MPLS_1,86,7,0.58,9,17,6300,4200
2532,793,MPLS_0,106,15,1.95,51,95,35700,2800
2533,793,MPLS_2,73,10,0.7,10,18,8000,3200
2534,793,Internet,212,13,10.0,51,51,5100,0
2535,794,MPLS_1,107,13,1.33,46,74,23000,3000
2536,794,MPLS_0,69,12,0.45,15,26,10500,3500
2537,794,Internet,188,20,3.0,28,28,2800,0
2538,795,MPLS_1,60,13,0.45,5,7,3500,3500
2539,795,MPLS_2,148,16,1.1,13,24,9100,4200
2540,795,Internet,204,14,5.0,7,7,700,0
2541,796,MPLS_0,108,12,1.82,38,57,22800,1800
2542,796,MPLS_2,74,12,0.41,15,23,10500,3500
2543,796,Internet,169,14,9.0,36,36,3600,0
2544,797,MPLS_1,94,15,0.97,182,307,127400,4200
2545,797,MPLS_0,88,7,0.62,60,115,48000,5600
2546,797,Internet,168,12,3.0,216,216,21600,0
2547,798,MPLS_0,66,11,0.5,2,3,1200,4200
2548,798,MPLS_1,81,7,0.64,3,4,1800,2400
2549,798,MPLS_2,113,14,0.87,15,27,7500,4000
2550,798,Internet,203,13,10.0,11,11,1100,0
2551,799,MPLS_2,148,14,1.96,73,143,43800,4800
2552,799,MPLS_1,73,10,0.69,29,47,17400,4200
2553,799,Internet,208,17,5.0,74,74,7400,0
2554,800,MPLS_0,66,12,0.73,10,19,7000,5600
2555,800,MPLS_1,79,7,0.53,8,15,6400,7200
2556,800,MPLS_2,121,16,1.16,49,94,29400,5400
2557,800,Internet,177,14,4.0,46,46,4600,0
2558,801,MPLS_1,120,13,1.42,27,45,13500,3000
2559,801,MPLS_0,74,12,0.52,10,16,7000,4200
2560,801,Internet,196,14,5.0,24,24,2400,0
2561,802,MPLS_1,114,16,0.94,160,243,112000,4200
2562,802,MPLS_0,85,8,0.58,72,125,50400,3500
2563,802,Internet,140,17,2.0,121,121,12100,0
2564,803,MPLS_1,64,8,0.41,3,4,2100,4900
2565,803,MPLS_2,123,13,1.95,10,15,6000,1800
2566,803,Internet,159,16,10.0,4,4,400,0
2567,804,MPLS_0,81,9,0.66,17,29,13600,6400
2568,804,MPLS_2,77,9,0.57,15,28,9000,5400
2569,804,MPLS_1,96,13,1.95,79,147,39500,5000
2570,804,Internet,193,16,9.0,46,46,4600,0
2571,805,MPLS_2,84,7,0.66,6,10,4800,7200
2572,805,MPLS_1,93,12,0.83,41,68,28700,5600
2573,805,MPLS_0,70,9,0.49,8,14,6400,3200
2574,805,Internet,188,13,4.0,25,25,2500,0
2575,806,MPLS_2,61,10,0.69,28,46,16800,2400
2576,806,MPLS_1,133,12,1.9,70,125,56000,8000
2577,806,Internet,201,18,4.0,70,70,7000,0
2578,807,MPLS_0,84,8,0.58,12,23,8400,2100
2579,807,Internet,141,13,4.0,8,8,800,0
2580,808,MPLS_2,78,7,0.77,62,102,31000,5000
2581,808,Internet,215,14,10.0,33,33,3300,0
2582,809,MPLS_1,117,14,1.25,25,45,15000,3600
2583,809,MPLS_2,63,12,0.7,13,25,9100,4900
2584,809,Internet,205,16,1.0,26,26,2600,0
2585,810,MPLS_2,143,12,1.21,100,174,80000,5600
2586,810,MPLS_0,70,8,0.6,52,95,26000,2000
2587,810,Internet,163,18,7.0,110,110,11000,0
2588,811,MPLS_1,77,7,0.52,3,4,2100,2800
2589,811,MPLS_0,102,16,1.41,6,9,4800,5600
2590,811,Internet,219,12,8.0,7,7,700,0
2591,812,MPLS_2,84,9,0.6,34,52,17000,2500
2592,812,Internet,165,12,4.0,20,20,2000,0
2593,813,MPLS_1,77,9,0.67,64,113,32000,4000
2594,813,MPLS_2,110,15,1.53,158,238,94800,6000
2595,813,Internet,208,14,5.0,149,149,14900,0
2596,814,MPLS_2,88,12,0.57,24,37,14400,4800
2597,814,Internet,176,17,5.0,18,18,1800,0
2598,815,MPLS_0,141,14,1.88,32,57,25600,7200
2599,815,MPLS_1,62,8,0.55,6,11,4200,3500
2600,815,MPLS_2,83,9,0.44,7,13,3500,3500
2601,815,Internet,176,13,7.0,18,18,1800,0
2602,816,MPLS_0,85,11,0.45,65,99,45500,4200
2603,816,MPLS_1,108,15,1.63,160,276,112000,4900
2604,816,Internet,215,19,9.0,141,141,14100,0
2605,817,MPLS_2,69,7,0.53,14,27,8400,4800
2606,817,MPLS_1,71,7,0.41,15,27,12000,2400
2607,817,MPLS_0,85,15,1.97,76,118,45600,5400
2608,817,Internet,162,14,9.0,90,90,9000,0
2609,818,MPLS_2,81,13,0.54,3,4,2400,4800
2610,818,MPLS_0,88,12,1.45,13,22,6500,3500
2611,818,MPLS_1,68,7,0.66,3,5,1800,2400
2612,818,Internet,147,19,4.0,12,12,1200,0
2613,819,MPLS_2,140,13,1.32,61,117,30500,2500
2614,819,MPLS_1,69,12,0.57,23,44,11500,4000
2615,819,Internet,218,12,1.0,42,42,4200,0
2616,820,MPLS_1,113,12,1.75,15,23,12000,2400
2617,820,MPLS_0,67,10,0.54,5,8,2500,4500
2618,820,Internet,214,19,8.0,12,12,1200,0
2619,821,MPLS_0,84,16,1.41,88,139,52800,3600
2620,821,MPLS_2,80,8,0.41,30,57,15000,2500
2621,821,Internet,173,12,10.0,91,91,9100,0
2622,822,MPLS_2,66,7,0.51,3,4,2100,5600
2623,822,MPLS_0,87,16,1.78,10,18,5000,5000
2624,822,Internet,141,16,2.0,8,8,800,0
2625,823,MPLS_1,64,7,0.61,17,32,10200,6000
2626,823,MPLS_2,127,16,1.49,85,160,59500,2800
2627,823,MPLS_0,66,7,0.7,22,36,15400,4900
2628,823,Internet,159,14,3.0,72,72,7200,0
2629,824,MPLS_1,147,12,1.25,46,74,27600,3000
2630,824,MPLS_2,67,12,0.42,23,43,18400,4000
2631,824,Internet,176,20,5.0,41,41,4100,0
2632,825,MPLS_0,82,11,0.42,10,19,6000,2400
2633,825,MPLS_1,106,15,1.83,51,90,25500,2000
2634,825,MPLS_2,71,10,0.57,11,19,7700,7000
2635,825,Internet,156,16,9.0,40,40,4000,0
2636,826,MPLS_1,75,11,0.46,9,15,7200,5600
2637,826,MPLS_2,145,13,1.65,29,51,23200,8000
2638,826,Internet,187,15,4.0,26,26,2600,0
2639,827,MPLS_1,134,15,2.09,10,16,5000,4000
2640,827,MPLS_2,89,9,0.74,3,5,2100,3500
2641,827,Internet,174,13,4.0,7,7,700,0
2642,828,MPLS_0,93,14,1.71,24,37,14400,3600
2643,828,MPLS_1,60,7,0.5,10,15,5000,5000
2644,828,Internet,158,12,10.0,20,20,2000,0
2645,829,MPLS_0,123,16,1.93,16,29,9600,4800
2646,829,MPLS_1,70,7,0.46,5,7,3000,2400
2647,829,Internet,219,15,4.0,15,15,1500,0
2648,830,MPLS_0,87,13,0.57,31,61,18600,1800
2649,830,MPLS_2,130,15,2.09,73,145,51100,4200
2650,830,Internet,167,17,8.0,49,49,4900,0
2651,831,MPLS_2,132,16,1.84,120,217,84000,4200
2652,831,MPLS_1,67,8,0.78,40,75,32000,2400
2653,831,Internet,216,19,7.0,65,65,6500,0
2654,832,MPLS_1,90,12,1.08,18,31,10800,4200
2655,832,MPLS_0,68,12,0.66,3,5,2400,8000
2656,832,MPLS_2,65,13,0.7,4,7,2000,3500
2657,832,Internet,158,18,10.0,13,13,1300,0
2658,833,MPLS_1,87,14,1.39,55,90,33000,3000
2659,833,MPLS_0,60,12,0.73,8,12,4800,4200
2660,833,MPLS_2,81,8,0.59,8,12,4800,4200
2661,833,Internet,161,12,9.0,37,37,3700,0
2662,834,MPLS_1,142,16,1.54,66,108,46200,2100
2663,834,MPLS_0,88,13,0.79,28,47,22400,3200
2664,834,Internet,194,13,6.0,51,51,5100,0
2665,835,MPLS_2,125,13,1.58,62,101,31000,2500
2666,835,MPLS_0,63,11,0.54,30,59,15000,1500
2667,835,Internet,145,18,2.0,82,82,8200,0
2668,836,MPLS_2,86,11,0.61,11,18,6600,3600
2669,836,MPLS_1,75,12,0.53,9,16,4500,3000
2670,836,MPLS_0,122,12,1.51,35,54,17500,2500
2671,836,Internet,214,15,3.0,27,27,2700,0
2672,837,MPLS_1,85,12,0.48,4,6,2800,4200
2673,837,MPLS_2,81,13,1.47,19,32,15200,7200
2674,837,MPLS_0,67,12,0.44,4,7,2800,6300
2675,837,Internet,173,14,9.0,19,19,1900,0
2676,838,MPLS_0,73,13,0.72,77,137,53900,3500
2677,838,MPLS_2,114,16,1.11,442,875,221000,5000
2678,838,MPLS_1,72,9,0.59,92,180,73600,3200
2679,838,Internet,175,17,1.0,345,345,34500,0
2680,839,MPLS_1,64,9,0.49,2,3,1600,4800
2681,839,MPLS_0,93,12,0.89,8,13,6400,2400
2682,839,Internet,173,17,8.0,3,3,300,0
2683,840,MPLS_2,70,7,0.45,7,10,4900,3500
2684,840,MPLS_0,124,16,1.57,34,56,23800,4200
2685,840,MPLS_1,65,11,0.76,6,9,3000,1500
2686,840,Internet,178,20,9.0,23,23,2300,0
2687,841,MPLS_0,142,16,1.36,41,64,24600,1800
2688,841,MPLS_1,86,8,0.51,10,16,8000,8000
2689,841,MPLS_2,85,7,0.42,9,13,5400,5400
2690,841,Internet,188,13,5.0,49,49,4900,0
2691,842,MPLS_0,87,10,0.74,2,3,1400,7000
2692,842,MPLS_2,134,12,1.61,5,7,2500,2500
2693,842,Internet,199,20,8.0,5,5,500,0
2694,843,MPLS_1,66,9,0.66,10,19,6000,3600
2695,843,MPLS_2,88,15,0.82,33,53,26400,2400
2696,843,Internet,210,19,5.0,26,26,2600,0
2697,844,MPLS_2,150,15,1.1,58,106,29000,4000
2698,844,MPLS_0,70,10,0.55,31,55,15500,4000
2699,844,Internet,212,19,1.0,54,54,5400,0
2700,845,MPLS_0,112,14,1.26,30,49,15000,4000
2701,845,MPLS_2,77,11,0.46,18,31,9000,1500
2702,845,Internet,190,13,10.0,25,25,2500,0
2703,846,MPLS_2,60,11,0.46,10,19,7000,6300
2704,846,MPLS_1,94,16,1.84,30,57,21000,2800
2705,846,Internet,143,20,6.0,27,27,2700,0
2706,847,MPLS_0,73,8,0.65,140,241,70000,2000
2707,847,MPLS_1,136,13,0.93,249,467,124500,4500
2708,847,Internet,158,17,8.0,290,290,29000,0
2709,848,MPLS_1,64,10,0.77,3,5,1800,6000
2710,848,MPLS_0,80,12,0.52,2,3,1400,4200
2711,848,MPLS_2,99,13,1.37,15,27,12000,6400
2712,848,Internet,191,13,10.0,12,12,1200,0
2713,849,MPLS_2,70,9,0.65,40,61,24000,4200
2714,849,MPLS_0,127,16,1.81,120,198,72000,3000
2715,849,MPLS_1,69,9,0.72,37,69,18500,5000
2716,849,Internet,203,13,5.0,176,176,17600,0
2717,850,MPLS_2,62,13,0.57,41,64,24600,6000
2718,850,MPLS_0,96,14,1.62,103,175,72100,3500
2719,850,Internet,141,16,10.0,67,67,6700,0
2720,851,MPLS_1,133,12,0.82,24,40,14400,3000
2721,851,MPLS_2,79,12,0.78,11,21,5500,3500
2722,851,Internet,153,19,3.0,18,18,1800,0
2723,852,MPLS_2,89,8,0.66,29,57,23200,4800
2724,852,MPLS_1,141,15,1.97,168,324,100800,6000
2725,852,MPLS_0,86,9,0.7,29,48,20300,7000
2726,852,Internet,215,14,4.0,120,120,12000,0
2727,853,MPLS_2,110,15,1.83,8,14,6400,4800
2728,853,MPLS_0,69,10,0.56,3,5,2100,3500
2729,853,Internet,142,13,10.0,10,10,1000,0
2730,854,MPLS_0,65,12,0.54,4,6,2000,5000
2731,854,MPLS_1,117,14,1.13,23,43,13800,1800
2732,854,MPLS_2,87,8,0.62,4,6,2400,2400
2733,854,Internet,154,16,1.0,20,20,2000,0
2734,855,MPLS_2,78,8,0.79,15,26,7500,5000
2735,855,MPLS_0,136,14,1.97,53,104,31800,3000
2736,855,Internet,197,12,8.0,45,45,4500,0
2737,856,MPLS_1,85,12,0.59,248,447,148800,6000
2738,856,Internet,197,14,7.0,180,180,18000,0
2739,857,MPLS_2,61,8,0.68,11,17,7700,5600
2740,857,MPLS_0,87,12,0.62,12,18,6000,4000
2741,857,MPLS_1,150,12,1.32,60,115,42000,5600
2742,857,Internet,183,20,5.0,51,51,5100,0
2743,858,MPLS_1,83,13,0.86,54,94,32400,4200
2744,858,MPLS_0,65,12,0.53,10,15,8000,4000
2745,858,MPLS_2,64,13,0.46,9,14,7200,5600
2746,858,Internet,220,14,8.0,46,46,4600,0
2747,859,MPLS_1,142,16,1.11,11,20,5500,2000
2748,859,MPLS_2,89,10,0.47,2,3,1200,6000
2749,859,MPLS_0,87,7,0.71,1,1,600,3000
2750,859,Internet,212,13,8.0,11,11,1100,0
2751,860,MPLS_1,89,9,0.73,6,10,3600,6000
2752,860,Internet,180,19,1.0,3,3,300,0
2753,861,MPLS_2,84,9,0.74,18,35,12600,5600
2754,861,MPLS_1,148,12,0.8,43,68,34400,4800
2755,861,Internet,178,16,10.0,24,24,2400,0
2756,862,MPLS_2,79,10,0.61,7,11,4200,2400
2757,862,MPLS_0,145,13,1.46,25,49,12500,3500
2758,862,Internet,158,18,6.0,15,15,1500,0
2759,863,MPLS_2,66,9,0.58,100,197,80000,2400
2760,863,MPLS_1,113,14,1.83,313,496,187800,1800
2761,863,Internet,180,20,6.0,254,254,25400,0
2762,864,MPLS_0,99,14,1.88,516,882,361200,4900
2763,864,MPLS_2,66,13,0.44,219,423,175200,8000
2764,864,Internet,215,15,4.0,456,456,45600,0
2765,865,MPLS_2,149,16,1.75,58,97,29000,1500
2766,865,MPLS_0,60,9,0.71,33,63,23100,4900
2767,865,Internet,181,17,3.0,44,44,4400,0
2768,866,MPLS_1,112,13,1.59,309,597,216300,4900
2769,866,MPLS_2,62,13,0.73,105,170,73500,5600
2770,866,Internet,170,20,10.0,188,188,18800,0
2771,867,MPLS_1,68,11,0.58,13,23,6500,3000
2772,867,MPLS_0,119,14,1.28,65,99,39000,6000
2773,867,MPLS_2,83,13,0.77,10,16,6000,4800
2774,867,Internet,187,17,1.0,55,55,5500,0
2775,868,MPLS_1,117,15,1.74,259,457,207200,5600
2776,868,MPLS_0,86,7,0.45,116,183,69600,2400
2777,868,Internet,177,13,8.0,214,214,21400,0
2778,869,MPLS_0,82,9,0.71,14,27,7000,3500
2779,869,MPLS_2,148,15,0.83,56,107,44800,6400
2780,869,MPLS_1,69,7,0.56,13,25,6500,1500
2781,869,Internet,206,19,9.0,30,30,3000,0
2782,870,MPLS_2,149,16,1.74,26,44,13000,3500
2783,870,MPLS_0,65,8,0.71,12,23,8400,6300
2784,870,Internet,158,16,1.0,22,22,2200,0
2785,871,MPLS_1,69,8,0.44,30,45,21000,6300
2786,871,MPLS_2,102,14,1.41,82,144,41000,4500
2787,871,Internet,187,14,2.0,76,76,7600,0
2788,872,MPLS_0,84,7,0.57,59,96,35400,4200
2789,872,Internet,148,14,9.0,33,33,3300,0
2790,873,MPLS_1,85,12,1.18,50,85,30000,6000
2791,873,MPLS_0,69,10,0.66,19,36,9500,4500
2792,873,Internet,164,20,8.0,32,32,3200,0
2793,874,MPLS_2,141,16,2.04,49,78,34300,4200
2794,874,MPLS_0,82,13,0.42,19,33,13300,6300
2795,874,Internet,150,18,4.0,51,51,5100,0
2796,875,MPLS_0,68,12,0.69,70,125,35000,2000
2797,875,MPLS_2,96,13,2.08,156,254,78000,4000
2798,875,Internet,182,18,9.0,83,83,8300,0
2799,876,MPLS_2,86,8,0.51,18,28,12600,2800
2800,876,MPLS_0,86,12,1.0,46,78,27600,3600
2801,876,Internet,149,19,5.0,25,25,2500,0
2802,877,MPLS_1,84,14,1.05,97,152,48500,3000
2803,877,MPLS_2,72,11,0.73,18,29,10800,3000
2804,877,MPLS_0,66,12,0.64,13,24,10400,4000
2805,877,Internet,203,14,6.0,58,58,5800,0
2806,878,MPLS_2,70,12,0.74,64,111,44800,2100
2807,878,MPLS_1,96,16,1.23,122,231,61000,1500
2808,878,Internet,198,19,6.0,148,148,14800,0
2809,879,MPLS_1,95,15,1.3,15,25,9000,2400
2810,879,MPLS_2,61,10,0.46,8,14,6400,4000
2811,879,Internet,179,20,6.0,10,10,1000,0
2812,880,MPLS_2,78,11,0.57,17,26,8500,4000
2813,880,MPLS_1,87,15,0.86,45,69,36000,7200
2814,880,Internet,205,13,4.0,25,25,2500,0
2815,881,MPLS_0,123,15,1.33,15,22,10500,4200
2816,881,MPLS_1,62,8,0.51,5,8,3500,7000
2817,881,Internet,207,17,1.0,11,11,1100,0
2818,882,MPLS_1,128,16,1.62,54,88,27000,4000
2819,882,MPLS_2,65,11,0.56,31,59,24800,2400
2820,882,Internet,141,19,6.0,60,60,6000,0
2821,883,MPLS_0,84,13,0.74,2,3,1400,7000
2822,883,MPLS_1,151,12,1.02,10,17,7000,4900
2823,883,MPLS_2,86,7,0.6,2,3,1400,2800
2824,883,Internet,200,15,8.0,13,13,1300,0
2825,884,MPLS_0,73,13,0.46,48,83,33600,2800
2826,884,MPLS_2,101,13,0.97,242,478,193600,3200
2827,884,MPLS_1,65,9,0.49,51,100,40800,5600
2828,884,Internet,173,18,7.0,232,232,23200,0
2829,885,MPLS_2,123,15,1.84,52,101,31200,4200
2830,885,MPLS_1,69,11,0.52,23,43,18400,3200
2831,885,Internet,174,13,9.0,35,35,3500,0
2832,886,MPLS_1,66,8,0.54,14,21,8400,4200
2833,886,MPLS_2,112,12,2.04,54,96,32400,6000
2834,886,MPLS_0,73,7,0.55,13,22,7800,2400
2835,886,Internet,195,16,1.0,50,50,5000,0
2836,887,MPLS_2,88,8,0.76,26,42,18200,6300
2837,887,Internet,198,20,3.0,16,16,1600,0
2838,888,MPLS_1,82,10,0.79,2,3,1400,4200
2839,888,MPLS_0,133,16,2.05,11,17,6600,4200
2840,888,MPLS_2,80,8,0.74,2,3,1600,4000
2841,888,Internet,144,12,9.0,12,12,1200,0
2842,889,MPLS_0,89,11,0.51,20,30,16000,5600
2843,889,MPLS_1,133,12,1.67,61,119,30500,1500
2844,889,Internet,166,15,1.0,49,49,4900,0
2845,890,MPLS_2,112,16,1.15,22,40,17600,4800
2846,890,MPLS_1,62,10,0.47,4,6,2000,2000
2847,890,MPLS_0,66,11,0.5,5,9,3000,2400
2848,890,Internet,212,13,8.0,26,26,2600,0
2849,891,MPLS_0,92,13,2.06,7,13,5600,2400
2850,891,MPLS_1,76,13,0.43,3,4,2400,3200
2851,891,Internet,163,20,5.0,4,4,400,0
2852,892,MPLS_0,65,7,0.73,16,24,8000,2000
2853,892,MPLS_1,61,8,0.56,20,30,10000,2000
2854,892,MPLS_2,81,13,1.43,96,160,67200,4900
2855,892,Internet,142,16,4.0,58,58,5800,0
2856,893,MPLS_1,95,15,0.96,20,36,16000,7200
2857,893,MPLS_0,62,8,0.54,3,4,2100,4200
2858,893,MPLS_2,61,9,0.64,3,5,2100,5600
2859,893,Internet,174,17,8.0,13,13,1300,0
2860,894,MPLS_1,146,13,1.02,49,79,34300,4200
2861,894,MPLS_2,88,13,0.75,16,28,9600,5400
2862,894,Internet,202,16,9.0,45,45,4500,0
2863,895,MPLS_2,71,10,0.78,30,57,24000,4800
2864,895,MPLS_0,121,13,1.86,65,107,39000,5400
2865,895,Internet,154,15,9.0,61,61,6100,0
2866,896,MPLS_1,80,12,0.76,5,8,3500,3500
2867,896,MPLS_2,146,13,1.68,36,60,18000,3000
2868,896,MPLS_0,73,11,0.74,7,12,5600,4800
2869,896,Internet,172,12,5.0,29,29,2900,0
2870,897,MPLS_2,67,10,0.44,8,15,4000,2500
2871,897,MPLS_0,64,13,0.55,10,16,8000,8000
2872,897,MPLS_1,86,14,1.19,47,81,37600,6400
2873,897,Internet,154,20,2.0,45,45,4500,0
2874,898,MPLS_2,87,7,0.47,2,3,1600,8000
2875,898,MPLS_0,73,8,0.5,2,3,1200,4800
2876,898,MPLS_1,97,14,1.97,8,13,4800,4200
2877,898,Internet,163,16,10.0,7,7,700,0
2878,899,MPLS_1,79,8,0.47,9,14,6300,3500
2879,899,MPLS_0,81,9,0.73,8,15,5600,3500
2880,899,MPLS_2,135,15,1.15,51,93,35700,4200
2881,899,Internet,199,17,3.0,38,38,3800,0
2882,900,MPLS_0,89,7,0.63,324,530,194400,3000
2883,900,Internet,151,19,10.0,180,180,18000,0
2884,901,MPLS_2,83,10,0.71,5,8,2500,1500
2885,901,MPLS_1,147,13,1.11,12,22,7200,2400
2886,901,Internet,169,20,10.0,13,13,1300,0
2887,902,MPLS_2,119,12,1.66,15,28,10500,3500
2888,902,MPLS_0,76,12,0.54,4,6,3200,6400
2889,902,Internet,141,19,9.0,7,7,700,0
2890,903,MPLS_2,78,12,0.76,3,5,2100,2800
2891,903,MPLS_0,127,13,1.38,12,18,7200,3600
2892,903,MPLS_1,72,12,0.48,2,3,1200,3600
2893,903,Internet,148,15,3.0,14,14,1400,0
2894,904,MPLS_0,122,14,1.74,8,12,4000,2000
2895,904,MPLS_2,84,12,0.65,3,4,1500,3500
2896,904,Internet,216,20,9.0,4,4,400,0
2897,905,MPLS_0,84,8,0.43,3,4,2400,3200
2898,905,MPLS_1,69,10,0.69,3,4,1800,6000
2899,905,MPLS_2,106,16,1.53,15,26,7500,1500
2900,905,Internet,205,14,3.0,17,17,1700,0
2901,906,MPLS_1,83,7,0.54,3,5,1500,5000
2902,906,MPLS_2,112,16,0.88,17,33,13600,3200
2903,906,MPLS_0,65,11,0.73,2,3,1200,1800
2904,906,Internet,149,17,4.0,19,19,1900,0
2905,907,MPLS_0,88,16,1.95,33,53,16500,2500
2906,907,MPLS_1,79,7,0.46,12,23,6000,4000
2907,907,Internet,191,18,3.0,35,35,3500,0
2908,908,MPLS_1,108,12,1.54,81,142,48600,4200
2909,908,MPLS_2,78,12,0.51,31,59,24800,6400
2910,908,Internet,150,20,1.0,61,61,6100,0
2911,909,MPLS_0,102,15,0.9,207,365,144900,4200
2912,909,MPLS_2,70,12,0.44,36,62,28800,2400
2913,909,MPLS_1,75,10,0.74,35,68,28000,4800
2914,909,Internet,147,15,10.0,172,172,17200,0
2915,910,MPLS_0,75,13,0.77,5,8,2500,2000
2916,910,MPLS_2,74,8,0.67,6,10,4800,7200
2917,910,MPLS_1,121,13,1.48,29,48,14500,4000
2918,910,Internet,156,15,1.0,16,16,1600,0
2919,911,MPLS_0,150,13,1.01,288,531,201600,3500
2920,911,MPLS_2,82,10,0.44,117,185,81900,4200
2921,911,Internet,142,14,5.0,187,187,18700,0
2922,912,MPLS_0,96,15,1.5,13,24,9100,2800
2923,912,MPLS_1,82,12,0.77,4,7,2800,3500
2924,912,Internet,179,15,3.0,13,13,1300,0
2925,913,MPLS_1,85,8,0.47,385,682,192500,3000
2926,913,Internet,213,12,3.0,167,167,16700,0
2927,914,MPLS_1,78,11,0.45,30,49,18000,4800
2928,914,MPLS_0,150,13,1.65,70,139,42000,3600
2929,914,Internet,148,17,6.0,43,43,4300,0
2930,915,MPLS_1,86,12,0.68,1,1,600,6000
2931,915,MPLS_2,76,9,0.65,1,1,500,5000
2932,915,MPLS_0,80,15,0.93,6,10,3000,5000
2933,915,Internet,190,16,1.0,6,6,600,0
2934,916,MPLS_2,81,13,1.1,400,743,320000,6400
2935,916,MPLS_1,80,12,0.64,114,214,79800,7000
2936,916,Internet,164,13,5.0,255,255,25500,0
2937,917,MPLS_1,127,13,1.85,10,17,7000,6300
2938,917,MPLS_0,74,12,0.72,4,7,2400,6000
2939,917,Internet,195,15,5.0,5,5,500,0
2940,918,MPLS_0,88,9,0.74,34,60,17000,3500
2941,918,MPLS_1,111,13,1.97,80,144,64000,7200
2942,918,Internet,179,19,8.0,43,43,4300,0
2943,919,MPLS_2,77,7,0.52,13,24,9100,4200
